Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1383153221137526785, 'Migrant workers pile into rail stations in Indiaâ€™s Mumbai to head back to their home villages after COVID curbs ,20,99.0,69.14,43.37,25.77,20.0,20.0,55.0,35.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,15.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1383099114229993475,"From health to economics and education, here's how the world changed since COVID-19 https://t.co/CHBIyCDA5B https://t.co/6t0rIpwWS2",26,93.26,50.0,5.76,25.77,26.0,19.23,53.85,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,11.54,0.0,7.69,7.69,0.0,7.69,0.0,0.0,3.85,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,3.85,0.0,0.0,3.85,0.0,0.0,3.85,3.85,0.0,11.54,3.85,3.85,3.85,7.69,0.0,0.0,3.85,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,34.62,7.69,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,15.38
1383065143756648451, '#Ramadan decorations fill the streets of Jerusalemâ€™s Old City as Palestinians welcome a holy month freer of COVID-19 restrictions than at the height of the pandemicðŸ_x008f_® ,29,99.0,50.0,86.38,85.87,29.0,27.59,68.97,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,20.69,0.0,0.0,3.45,0.0,0.0,10.34,6.9,0.0,3.45,0.0,3.45,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,17.24,6.9,0.0,3.45,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0.0,10.34
1383044391204438017,"RT @AJEnglish: Brazilâ€™s P1 COVID variant is mutating in ways that make it more resistant to vaccines, scientists say. Here's what we know ðŸ‘‡â€¦",26,65.46,93.79,1.4,25.77,13.0,26.92,57.69,30.77,15.38,3.85,0.0,3.85,0.0,0.0,0.0,11.54,0.0,7.69,3.85,3.85,0.0,0.0,19.23,3.85,3.85,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,7.69,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,0.0,0.0,19.23,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,3.85,0.0,0.0,30.77,3.85,3.85,3.85,0.0,0.0,0.0,0.0,3.85,3.85,0.0,11.54
1383034942465118208," 'The Serum Institute of India (SII), the worldâ€™s biggest vaccine maker, urges Biden to lift exports embargo ",18,99.0,50.0,1.0,25.77,18.0,27.78,38.89,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,5.56,11.11,0.0
1383012532466692100, 'â€¢ Olympics on the line as Japan slides back into COVID emergency ,12,99.0,50.0,98.01,25.77,12.0,16.67,50.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,8.33,8.33,0.0,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,33.33,8.33,25.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0
1383001470908436480," ""Brazilâ€™s P1 COVID variant is mutating in ways that make it more resistant to vaccines, scientists say. Here's what we know ðŸ‘‡\n\nRead more: ",26,65.46,87.57,1.4,25.77,13.0,23.08,57.69,30.77,15.38,3.85,0.0,3.85,0.0,0.0,0.0,11.54,0.0,7.69,3.85,3.85,0.0,0.0,19.23,7.69,7.69,3.85,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,0.0,0.0,19.23,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.62,3.85,3.85,3.85,0.0,0.0,0.0,0.0,7.69,3.85,0.0,11.54
1382973815794319363," 'ðŸ’‰ Third vaccine dose â€˜likelyâ€™ needed within 12 months, says Pfizer CEO ",13,97.95,77.92,1.4,25.77,13.0,15.38,61.54,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,7.69,0.0,15.38,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0
1382925495398989825,India reports another record daily rise in COVID infections  https://t.co/iHO1PBf4oP,14,93.26,50.0,52.86,25.77,14.0,28.57,50.0,14.29,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,7.14,14.29,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
1382813233149513729, 'Global officials urge rich countries to donate COVID doses to an international effort to supply low- and middle-income countries ,20,99.0,50.0,93.3,25.77,20.0,20.0,85.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,25.0,5.0,5.0,15.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,30.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0
1382795003135676436,"RT @AJEnglish: Brazilâ€™s P1 COVID variant is mutating in ways that make it more resistant to vaccines, according to scientists studying theâ€¦",23,93.26,66.81,1.0,25.77,23.0,39.13,52.17,26.09,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,13.04,4.35,0.0,0.0,0.0,8.7,4.35,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,8.7,0.0,4.35,0.0,4.35,0.0,8.7,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,17.39,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
1382766925705408512," 'There is a much higher risk of brain blood clots from COVID-19 infection than there is from vaccines against the disease, UK researchers say ",25,99.0,34.44,6.7,1.0,25.0,20.0,80.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,8.0,8.0,0.0,0.0,12.0,8.0,8.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,16.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
1382759759900737539,Global officials urge rich countries to donate COVID-19 jabs now https://t.co/V9q03XKPwh https://t.co/ZVciMXilJU,21,93.26,50.0,13.15,95.81,21.0,19.05,42.86,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,4.76,4.76,0.0,0.0,4.76,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,4.76,0.0,9.52,0.0,0.0,0.0,9.52,0.0,14.29,0.0,9.52,4.76,0.0,0.0,0.0,9.52,0.0,0.0,9.52,0.0,9.52,0.0,0.0,0.0,33.33,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,19.05
1382721627624980483,"Europe has surpassed one million COVID-19 deaths, according to WHO https://t.co/y00mvxY0YK https://t.co/h980Dz3qa5",21,87.62,68.29,1.0,25.77,21.0,23.81,42.86,14.29,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,4.76,0.0,0.0,0.0,4.76,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,9.52,0.0,9.52,0.0,0.0,0.0,38.1,9.52,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,19.05
1382680107295264771," 'Brazilâ€™s P1 COVID variant is mutating in ways that make it more resistant to vaccines, according to scientists studying the virus.\n\nRead more âž¡ï¸_x008f_ ",28,96.0,50.0,1.0,25.77,28.0,28.57,46.43,25.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,3.57,10.71,3.57,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,3.57,0.0,0.0,0.0,7.14,0.0,3.57,0.0,3.57,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,3.57,3.57,0.0,0.0,0.0,3.57,0.0,0.0,3.57,0.0,14.29
1382676361509273601, 'ðŸ‡®ðŸ‡³ Weekend curfew in Indian capital as hospitals see surge ,11,98.34,50.0,31.94,25.77,11.0,27.27,45.45,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,9.09,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18,0.0,9.09,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18
1382651079268175873,Tokyo Olympics could still be cancelled over COVID fears https://t.co/VQFH0n0nJT https://t.co/wIpXldlj7A,19,77.17,50.0,1.0,1.0,19.0,21.05,36.84,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,5.26,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,0.0,5.26,0.0,10.53,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,10.53,0.0,0.0,0.0,31.58,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05
1382578127516405761,"RT @AJEnglish: Health experts in South Korea are warning of a potential fourth wave of COVID-19 cases, as clusters spread from Seoul to morâ€¦",25,99.0,65.56,6.7,1.0,25.0,20.0,64.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,20.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0
1382570642709614592,"India records over 200,000 new COVID cases for the first time  https://t.co/rRYXkAczMg",17,99.0,50.0,66.34,25.77,17.0,11.76,47.06,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,11.76,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,23.53,0.0,5.88,17.65,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,5.88,0.0,0.0,5.88,23.53,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76
