Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1230859720514310144," 'Yoichi Masuzoe, @MasuzoeYoichi former #Japanese minister of health, labor and welfare: #China Japan cooperation needed to fight virus for economy and OlympicsðŸ‡¨ðŸ‡³ðŸ‡¯ðŸ‡µ ",26,96.16,64.99,1.0,1.0,26.0,30.77,53.85,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,7.69,0.0,3.85,3.85,3.85,0.0,0.0,0.0,3.85,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,0.0,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,7.69,3.85,0.0,3.85,0.0,0.0,7.69,0.0,0.0,3.85,0.0,0.0,3.85,11.54,0.0,0.0,3.85,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.31,0.0,7.69,3.85,0.0,0.0,0.0,0.0,0.0,3.85,0.0,26.92
1230855577951072256,"China, ASEAN reach consensuses on jointly fighting virus outbreak: Foreign Ministry https://t.co/aocyKPrDjQ",16,97.36,73.4,1.0,1.0,16.0,43.75,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,31.25,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
1230844149416579072, '#ICYMI HEAT PODCAST: Award winning producer Janet Yang discusses Chinaâ€™s booming movie market - and why it doesnâ€™t need Hollywood for the next big blockbuster. \n\nPlus - Essential Chinese movies you should be watching today. LISTEN: ,37,76.55,86.02,1.0,97.99,12.33,27.03,67.57,21.62,5.41,2.7,0.0,0.0,2.7,0.0,0.0,2.7,2.7,2.7,5.41,2.7,2.7,0.0,13.51,8.11,0.0,2.7,0.0,0.0,5.41,5.41,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0,0.0,13.51,0.0,5.41,5.41,0.0,2.7,0.0,8.11,2.7,5.41,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,5.41,5.41,5.41,0.0,0.0,10.81,0.0,8.11,0.0,2.7,5.41,8.11,10.81,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.03,5.41,0.0,5.41,0.0,0.0,0.0,5.41,0.0,2.7,0.0,8.11
1230841867274616832,New Development Bank may provide emergency funding for #China to fight #COVID19 https://t.co/AKrgqAdQfG,17,97.21,88.03,1.0,1.0,17.0,35.29,58.82,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,5.88,0.0,11.76,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.88,11.76,0.0,0.0,11.76,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,29.41,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53
1230806357487390720,"#China's imports, exports, foreign capital affected by coronavirus outbreak #COVID19  https://t.co/28s60RsUkJ",16,97.36,50.0,1.0,25.77,16.0,56.25,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,50.0,6.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,25.0
1230795192766099456,26 provinces in #China resume inter-provincial transport services https://t.co/rIaEngjPt7,14,97.73,50.0,89.63,25.77,14.0,35.71,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,7.14,21.43,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,35.71,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,21.43
1230771272952365058,More foreign #visa centers in #China to reopen on February 24 https://t.co/F9QNXOdCu7,16,99.0,50.0,74.76,25.77,16.0,25.0,50.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,18.75,6.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,31.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
1230766969940369409," ""#BREAKING The Customs Tariff Commission of China's State Council on Friday unveiled the first set of lists of U.S. goods to be excluded from the second round of tariff countermeasures against the U.S. Section 301 measure #ChinaUS ",37,99.0,39.34,21.26,25.77,37.0,29.73,54.05,35.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,21.62,2.7,0.0,0.0,0.0,2.7,2.7,0.0,0.0,8.11,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,5.41,2.7,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0,10.81,0.0,5.41,5.41,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,10.81,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,5.41
1230764478800621575,Live: China's State Council Information Office briefs media on implementation of #COVID19 prevention #coronavirus https://t.co/wprm7VqHwg,19,98.71,70.08,4.05,25.77,19.0,36.84,42.11,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,5.26,0.0,5.26,0.0,10.53,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,36.84,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,21.05
1230762126593024001," ""Five prisons in #China's three provinces confirmed cases of #COVID19 among prisoners, as of Feb. 20:\n\n- 271 confirmed, 10 suspected in two prisons in Hubei \n- 200 confirmed, 10 suspected in Shangdong\n- 34 confirmed in Zhejiang \n\nNo death reported. ",43,99.0,50.0,49.53,25.77,21.5,32.56,46.51,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,0.0,0.0,2.33,0.0,0.0,2.33,2.33,0.0,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,0.0,6.98,0.0,0.0,0.0,0.0,0.0,16.28,0.0,16.28,0.0,2.33,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,44.19,4.65,6.98,2.33,0.0,0.0,0.0,6.98,2.33,2.33,0.0,18.6
1230743957363097601," ""As of Friday, all 18 #COVID19 patients in NW #China's Qinghai Province have recovered and been discharged from hospital.\n\nQinghai has not reported any new cases since Feb. 7. This marks the second provincial-level region to have zero #COVID19 cases after Tibet Autonomous Region ",46,93.26,33.19,68.63,25.77,15.33,26.09,63.04,32.61,2.17,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.17,15.22,8.7,0.0,4.35,2.17,8.7,6.52,4.35,0.0,8.7,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,2.17,0.0,2.17,2.17,2.17,0.0,0.0,0.0,0.0,2.17,0.0,2.17,0.0,0.0,2.17,0.0,2.17,0.0,0.0,0.0,2.17,6.52,0.0,21.74,0.0,13.04,8.7,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.09,6.52,2.17,0.0,0.0,0.0,0.0,2.17,2.17,2.17,0.0,10.87
1230729470438342656," ""More than 30,000 medical workers across the nation have been dispatched to and are on the front lines in central China's Wuhan, the epicenter of the novel coronavirus outbreak, since late January. ",33,99.0,38.08,93.94,25.77,33.0,24.24,72.73,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,21.21,9.09,0.0,3.03,0.0,9.09,9.09,6.06,0.0,6.06,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,3.03,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,3.03,0.0,3.03,0.0,0.0,3.03,0.0,3.03,3.03,0.0,0.0,3.03,6.06,0.0,27.27,0.0,18.18,9.09,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,3.03,9.09,0.0,0.0,0.0,0.0,0.0,3.03,3.03,0.0,0.0
1230723824783511555,"Tibetan areas in SW China's Sichuan declared out of poverty 

more: https://t.co/0OIa3YpEdk https://t.co/ku8wvp3kJD",22,99.0,50.0,11.0,25.77,22.0,22.73,36.36,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,13.64,0.0,13.64,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,36.36,9.09,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,18.18
1230713758290501632,Red-crested pochards wintering with swans in NW #China https://t.co/oRCKz4x1XZ https://t.co/goJuErrsjz,19,98.71,50.0,4.05,25.77,19.0,26.32,31.58,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,10.53,0.0,0.0,0.0,42.11,10.53,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,26.32
1230698658787545089,Opinion: Emergency China-ASEAN #COVID19 meeting: More than a solidarity show #CGTNFirstVoice https://t.co/GwVXfvF7Vr,17,99.0,50.0,1.0,25.77,17.0,41.18,41.18,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,11.76,11.76,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,5.88,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,47.06,5.88,0.0,11.76,0.0,0.0,0.0,5.88,0.0,0.0,0.0,23.53
1230693511915282433," ""East China's Shandong Province reported 200 #COVID19 cases from the Rencheng Prison on Thu., bringing the total to 207 in the facility\n\n- Virus brought in by affected prison guard\n- Treatments underway\n- Provincial justice chief among eight officials removed from office ",44,99.0,50.0,61.34,25.77,44.0,34.09,63.64,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,18.18,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,6.82,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,2.27,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,11.36,0.0,2.27,4.55,0.0,0.0,22.73,6.82,15.91,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,2.27,2.27,0.0,0.0,0.0,0.0,6.82,2.27,2.27,0.0,11.36
1230659875987849216,RT @thouse_opinions: Reality Check with @WangGuanBeijing: Headlines vs Trendlines: Economic Impact of #COVID19. How badly is the coronaviruâ€¦,19,96.93,50.0,1.0,1.0,9.5,42.11,47.37,31.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,15.79,5.26,5.26,5.26,0.0,5.26,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,10.53,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,5.26,0.0,0.0,47.37,5.26,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32
1230613827479384065,RT @cgtnamerica: See how China's response to the COVID-19 outbreak has effectively contained the spread of the disease to other parts of thâ€¦,24,99.0,50.0,7.84,25.77,24.0,25.0,66.67,41.67,4.17,0.0,0.0,0.0,0.0,0.0,0.0,4.17,12.5,16.67,4.17,4.17,4.17,0.0,8.33,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,16.67,4.17,12.5,0.0,0.0,0.0,4.17,4.17,4.17,0.0,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,4.17,4.17,0.0,0.0,20.83,0.0,0.0,4.17,0.0,0.0,0.0,4.17,0.0,4.17,0.0,8.33
1230613802426732544,RT @cgtnamerica: Medics from across China are arriving in Hubei province to support local hospitals and help fight the coronavirus outbreakâ€¦,21,99.0,92.33,68.01,25.77,21.0,33.33,76.19,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,19.05,4.76,0.0,4.76,0.0,9.52,0.0,0.0,0.0,0.0,0.0,9.52,4.76,4.76,0.0,4.76,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,9.52,0.0,0.0,4.76,4.76,0.0,4.76,0.0,0.0,0.0,9.52,0.0,23.81,4.76,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,4.76,0.0,0.0,14.29,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52
