id_str,text
1230227513848291328,How does #coronavirus spread and how can you protect yourself? https://t.co/drWkAajFsJ https://t.co/0yQUOYAh46
1230175017532624897,Two Iranians die after testing positive for #coronavirus | https://t.co/eDpwjwQGcA https://t.co/o6NBi79JAh
1230164648009310215,"At least 2,004 people in mainland China have died from the #coronavirus, which has now spread to 27 countries… https://t.co/VPGJPIAu6A"
1230136882861953024,"RT @AJENews: UN AIDS agency warns that HIV patients in China are running out of drugs amid coronavirus lockdowns.

Keep up to date with the…"
1230095410242428928,"Iran reports its first two cases of coronavirus. 

Read the latest on #COVID19: https://t.co/HvmaDFMCLt https://t.co/Uhh0xjVAZh"
1230056202807185408,China revokes press credentials of three at Wall Street Journal over coronavirus opinion piece the gov’t deemed to… https://t.co/sh1PkuqbXk
1230054445251166208,"As of February 19, there were at least 14,000 people from mainland China who were reported to have recovered from t… https://t.co/G9xfUNjLYd"
1230046864700952576,There's concern over China's mass surveillance system being used to combat the spread of the coronavirus. Here's wh… https://t.co/hOol7iVZUM
1230001751765463040,Cheating death: China's Wuhan coronavirus survivors recall ordeal https://t.co/GjVKrFagzs
1229926244399099906,China coronavirus outbreak: All the latest updates https://t.co/nMVwubSNF8
1229868941889155072,"Nearly a month after WHO declared the #CoronavirusOutbreak a global health emergency, Indonesia is yet to report a… https://t.co/OOLzSjKZ2z"
1229744903434964992,The anti-Chinese racism in the wake of the #coronavirus outbreak has a long history in North America. — writes… https://t.co/GJ1Pt3Dv43
1229729776392269828,"""I'm very worried … about the business and my family. This is my home, I love this place. My entire livelihood is h… https://t.co/cQJ3yRSbzT"
1229703350448377856,"88 more people on the Diamond Princess cruise ship test positive for coronavirus, bringing the total number of infe… https://t.co/BwYy4bkBFM"
1229679095279210497,"Coronavirus infections slow in China for the first time since January.

Here's the latest on #COVID19:… https://t.co/6PRynudXaE"
1229664923715866624,"Hospital director in China’s Wuhan dies of #COVID19, as WHO warns against overreaction to the new coronavirus.

The… https://t.co/On8exorvsl"
1229661470897602560,RT @AJENews: Coronavirus infections slow in China for first time since January. Follow all the latest updates: https://t.co/nWCB0OT9iw http…
1229635528577998848,Philippines 'ill-prepared' as it grapples with coronavirus threat https://t.co/0TttY8ZfsH
1229560030527180801,China coronavirus outbreak: All the latest updates https://t.co/xAvNsURWdm
1229493573382496257,Millions under lockdown in China's Wuhan — in pictures https://t.co/MmlSCu9ss0 | #coronavirus https://t.co/3sewBBmhSL
1229488243114172416,Is China putting party before people amid the deadly #coronavirus outbreak? Join the @AJStream conversation LIVE on… https://t.co/EPAfJKvl7N
1229477362833797120,"RT @AJListeningPost: THREAD #Coronavirus

The wave of Chinese public outrage following the death of a whistleblowing doctor came as a surpr…"
1229437851470880769,#Coronavirus latest figures from China's National Health Commission https://t.co/LjHaRANKrX https://t.co/wdAQWH2Der
1229424147530473472,"As the #coronavirus death toll increases,  recovery rates are also on the rise.

Latest updates:… https://t.co/DXDVfmY2ik"
1229419769134305285,Beijing to fast-track new mask factory in #coronavirus fight https://t.co/WTzVsWCHyc https://t.co/wjI8m5V2LP
1229210611202117632,Alarm is growing over the coronavirus - but how dangerous is it? https://t.co/dlREYnOBCs https://t.co/ZX7EniuIiY
1229205211618697216,China coronavirus outbreak: All the latest updates https://t.co/zKf5s5gtRM
1229110959509266433,"As the death toll from the coronavirus keeps rising, it's not only crippling China's economy, but having a knock-on… https://t.co/ejUyds7h7c"
1229028286531088385,"China announces a drop in new #coronavirus cases for the third straight day. Meanwhile, France confirms Europe's fi… https://t.co/P6oYP8hGIK"
1228997368550436865,"Global alarm mounts over China's rapidly spreading #coronavirus in, but just how worried should you be?… https://t.co/mKtkfhUOnv"
1228986179992854532,China's Hubei province bans vehicle traffic to curb spread of #coronavirus | https://t.co/meDhOBBTxI https://t.co/RseeMWf31i
1228952943447232514,"""Before anyone was quarantined for coronavirus, the Uighurs were quarantined by the Chinese government.""… https://t.co/XtyWL8N88e"
1228952380210896896,RT @AJENews: Nepal evacuates 175 citizens from Wuhan following protests over coronavirus fears. https://t.co/1ldmt0BCQC https://t.co/zx13gj…
1228920140550545408,"#Coronavirus death toll rises above 1,600 in China, as World Health Organization praises containment efforts… https://t.co/sdvwdNEWr2"
1228907042489892864,RT @AJEnglish: #Coronavirus has a new name; #COVID19 - but what do we really know about it? #AJStartHere explains: https://t.co/HfEfHVW156
1228847983627767810,"""Before anyone was quarantined for coronavirus, the Uighurs were quarantined by the Chinese government.""… https://t.co/eDVdI8k6id"
1228827699008937985,China coronavirus outbreak: All the latest updates https://t.co/q0drVTui5t
1228789960083374082,Chinese tourist in France is Europe's first coronavirus death https://t.co/PQee2cVuna
1228717865907499013,"""Before the coronavirus spread, putting the freedom, health and wellbeing of innocent people at risk, millions of i… https://t.co/vDtlIFH85R"
1228680004449423361,"More than 67,000 people worldwide have been infected by the new coronavirus - and the death toll has exceeded 1,500… https://t.co/WTmEegvUKS"
1228676381938274304,RT @AJE_Sport: #COVID19 forces cancellation of Olympic qualifiers and major international competitions in China https://t.co/fAFRJ0wQr3 htt…
1228666129050144769,#Coronavirus has a new name; #COVID19 - but what do we really know about it? #AJStartHere explains: https://t.co/HfEfHVW156
1228632863811264513,BREAKING: France reports first #coronavirus death - the first fatality confirmed in Europe https://t.co/q09KTuwdyA https://t.co/UxjTLcwaTt
1228631896214720518,RT @AJENews: BREAKING: France reports first death in Europe from coronavirus https://t.co/nscH49Ayxu https://t.co/SXFgOdqAdJ
1228617515896655874,How does #coronavirus spread and how can you protect yourself? https://t.co/drWkAajFsJ https://t.co/mlQg3jM4QF
1228555010331549696,"New #coronavirus fatalities push China's death toll above 1,500 people https://t.co/VFIFQ7ENcr | #COVID19 https://t.co/OKM64dRd0m"
1228551780843360256,"""Before anyone was quarantined for coronavirus, the Uighurs were quarantined by the Chinese government.""… https://t.co/0Q06f4W0Gl"
1228480463985086464,China coronavirus outbreak: All the latest updates https://t.co/xx0LUrLc9c
1228435137945317384,"Egypt confirms coronavirus case, the first in Africa https://t.co/J2EGr8jwnS"
1228423182589349889,"""Why are the Uighurs wasting away in internment camps not receiving the same level of support people infected with… https://t.co/biM2SgLDGU"
1228238735411568640,"China reported 121 more deaths from the #COVID19 virus.

The nationwide death toll is now close to 1,400. Read the… https://t.co/8Ir5pahfUB"
1228153593863319552,Nightmare holidays: Virus runs cruise passengers' plans aground https://t.co/eWwtwO9Hvt
1228151961763164160,The closure of Chinese businesses and ports to curb the spread of the #COVID19 virus could hurt economies worldwide… https://t.co/ZdjroZjzrR
1228114286452658176,China coronavirus outbreak: All the latest updates https://t.co/MP9AXMBvp4
1228014640791216129,RT @AJUpFront: Is racism spreading along with the coronavirus? @mehdirhasan asked China Global Television Network news anchor Wang Guan abo…
1227992251252559878,Beijing florist to provide hand sanitiser with Valentine's Day flowers https://t.co/UybbsLhv8o | #COVID19 https://t.co/txZDPj1ksM
1227970685466746880,"#COVID19 spreads from person to person in close proximity, similar to the flu https://t.co/7heZPuheVS https://t.co/Kew1ZAjjw2"
1227921610285318144,"A second Wuhan journalist reporting on the #COVID19 epidemic has disappeared, activists say.

The death toll from t… https://t.co/bzxcuvTMBh"
1227895186732154886,"""It’s way too early to try and predict beginning, middle or end of this epidemic right now."" 

China’s Hubei provin… https://t.co/9IRW3YUNmS"
1227887636649566208,Exiled Uighurs fear the spread of coronavirus in China's camps after more than 50 cases reported in Xinjiang… https://t.co/MpAVZIsY8v
1227870201573601281,"The UK has confirmed its first #COVID19 case in London, bringing the total of cases in the country to nine.

Follow… https://t.co/QUMzYtBHRI"
1227840315266142209,Head of Communist party in China’s Hubei is latest in line of local officials fired as #COVID19 virus infections ne… https://t.co/Wult23R2jK
1227778296395501571,China coronavirus outbreak: All the latest updates https://t.co/XUN0IptPL4
1227763236155555840,"China coronavirus toll exceeds 1,300 as Hubei reports 242 deaths https://t.co/rOujN5nwCU"
1227682827585630208,What is fallout of the #coronavirus epidemic beyond public health? And how does it affect China's role in the world… https://t.co/4XEYk75qWr
1227648385513115650,"#Coronavirus to trim 2020 global growth in oil demand, says OPEC https://t.co/JgHOLCwhH1 https://t.co/BydHNKdnzd"
1227566963179900928,"175 people are now infected with the coronavirus on a Japanese cruise ship, the second-largest outbreak outside of… https://t.co/RLkl3SiOL1"
1227544146933637120,"In Hong Kong, the #COVID19 rekindles old animosities towards China https://t.co/gMWAF6dS6h | #coronavirus https://t.co/G37pqRod2m"
1227514332126306305,The closure of Chinese businesses and ports to curb the spread of the #COVID19 virus is likely to hurt economies wo… https://t.co/mPs7JCuHLt
1227500950027259905,Just how dangerous is the #COVID19 virus? https://t.co/zcs5gRAxS6 https://t.co/nUmN7xXfuo
1227484378701422598,Southeast Asian law makers call on gov’ts to stop using 'fake news' laws against people accused of spreading corona… https://t.co/N9ozrjfiNj
1227477166935412736,Some 175 people are now infected with coronavirus on the cruise ship quarantined in Japan https://t.co/nwhxGHsbWU |… https://t.co/m4usjTJ8Pn
1227438567162548224,China coronavirus outbreak: All the latest updates https://t.co/DG1oBczDjb
1227427165039464449,The anti-Chinese racism in the wake of the #coronavirus outbreak has a long history in North America… https://t.co/ifZ8DW1Vcx
1227328955037802496,"'COVID-19' was chosen to avoid references to a specific location, animal species or group of people in line with in… https://t.co/aAatrjG9zb"
1227317630798688256,World Health Organization announces official name for deadly #coronavirus | https://t.co/nEcKee53qU https://t.co/AgPAfrRTX6
1227288394390216704,"World must consider #coronavirus ""public enemy number one"", says World Health Organization https://t.co/y9oomE8VVk https://t.co/XF84W3uJ5f"
1227273462445637633,"#Coronavirus vaccine could be ready in 18 months, says World Health Organization https://t.co/CmT3nvO9tg https://t.co/Ybw40Oats8"
1227177961285009409,"What happens if you catch the new #coronavirus? 

Here's what we know so far on what the virus does to the human bo… https://t.co/v9R29hjY5f"
1227144785410056192,"The #coronavirus outbreak has claimed more than 1,000 lives.

Officials recorded 108 deaths in mainland China on Mo… https://t.co/eBcfO5TmVC"
1227127738949042176,"China’s #coronavirus death toll has exceeded more than 1,000.

Read the latest on the outbreak:… https://t.co/Ho9jkZdGdr"
1227118713171841025,RT @AJENews: Singapore expects up to 30 percent drop in visitor numbers due to coronavirus. All the latest updates: https://t.co/wSZ4ruEEHI…
1227064773042409473,"""The latest health epidemic is a reminder of the pervasive racism that deems Chinese populations to be inherently f… https://t.co/MRKpjgeA1e"
1227051597634703360,China coronavirus outbreak: All the latest updates https://t.co/jQlmt0HKKk
1227049685896105985,Hong Kong domestic workers fight for day off amid #coronavirus infection fears https://t.co/wMoSu28tpS https://t.co/NGkXciOhX6
1227042199503867904,What happens if you get infected by the new coronavirus? https://t.co/Sjc8zV9Nes
1227036552473317377,"China coronavirus death toll breaches 1,000 https://t.co/CTLmMgN265"
1227034577954316288,"After China's Lunar New Year holiday, workplaces and schools remain deserted in several cities as it works to conta… https://t.co/TSD6KJGGtj"
1227015778022625280,Was British coronavirus victim a 'super-spreader'? https://t.co/6U6786ZtaY
1226983566762008582,"RT @AJEnglish: Human-to-human #coronavirus transmission cases discovered outside of China could just be the “tip of the iceberg”, says @WHO…"
1226978511451193352,"""[China] must have confidence that that we will eventually win this battle against the [coronavirus]"", says Chinese… https://t.co/DjR36MDXpx"
1226955757750542336,"""This virus is very serious but what can I do?""

Delivery men in China providing a lifeline despite #coronavirus ri… https://t.co/dk74KIm4RX"
1226945804730077190,"2019-nCoV #coronavirus spreads from person to person in close proximity, similar to the flu https://t.co/dISERLnSm0 https://t.co/nUHX9MClE0"
1226935460326453248,Lunar New Year holiday ends but workers stay home as China battles #coronavirus | https://t.co/jTeulI7OWT https://t.co/1CKoqdrRIO
1226900504506257408,"Human-to-human #coronavirus transmission cases discovered outside of China could just be the “tip of the iceberg”,… https://t.co/7JgMdLlJFg"
1226892971909537802,Nissan to halt production at Japan factory due to #coronavirus | https://t.co/tQFid6XnCv https://t.co/VMlKpFHGqA
1226871301517737984,"China's gov't will prevent large-scale job layoffs amid the #coronavirus outbreak, says President Xi Jinping… https://t.co/uxFOZZK9ze"
1226853324269350912,"Authorities in China are reportedly spraying disinfectant in Wuhan to contain the #coronavirus spread, which has ki… https://t.co/14OyJ2iC0G"
1226843609028276224,EU calls for emergency meeting of health ministers to discuss new #coronavirus | https://t.co/CjyAvXrpNR https://t.co/BphdccVB21
1226833819187208193,65 new #coronavirus infections confirmed aboard Diamond Princess cruise ship in Japan https://t.co/6ZgCVQzOJh https://t.co/rhHFyM1vkk
1226818769093308416,Can people be immune to the #coronavirus? https://t.co/dE0EVaOFU0 https://t.co/6IN2qKFit1
1226789797420830720,World Health Organization warns cases of human-to-human #coronavirus transmission discovered outside China could be… https://t.co/QRjZ7UEmHp
1226702393280278529,"Wuhan shut down, #coronavirus epicentre — in pictures https://t.co/MMYA1cm9pn https://t.co/J6lGOEtJlQ"
1226676074563751936,More than 900 dead in China from coronavirus outbreak https://t.co/UFWr3Pg0O0
1226672160019709953,Anti-Chinese racism in the wake of the #coronavirus outbreak has a long history in North America… https://t.co/kqM8kVw3Sp
1226529740531609600,Wuhan under lockdown — in pictures https://t.co/cN956XPY2r | #CoronavirusOutbreak https://t.co/HCTT0owqQp
1226488405917405184,"Life in Wuhan, epicentre of the #coronavirus — in pictures https://t.co/8n9aADqbZc https://t.co/QTAHEuKQNU"
1226473652910264329,"#Coronavirus death toll rises to more than 800, overtaking the 2003 SARS epidemic which killed 774 people.

Latest… https://t.co/uz99SwhzTq"
1226463311694356481,Spain confirms its second #coronavirus case https://t.co/8r6T2jATBV https://t.co/UEzGOBQF2e
1226451632101249026,"""It is clear to us that conjuring century-old stereotypes about Chinese people will not help Canadians stay safe fr… https://t.co/v9FyCJljfs"
1226438114341769217,Hong Kong lifts #coronavirus quarantine on cruise ship after clearing all its crew members https://t.co/OgYXCmupIb https://t.co/yv1rfnG0Mb
1226386495046447105,"China's #coronavirus death toll rises to 811 with at least 37,198 people infected https://t.co/HH5RAV1ZdC https://t.co/I1gH8kfBva"
1226370138137489408,What do we really know about the #coronavirus? #AJStartHere explains: https://t.co/2aiVtzqNZ0
1226339999274196992,How does coronavirus spread and how can you protect yourself? https://t.co/drWkAajFsJ https://t.co/JGA2N3uXgE
1226309777820659712,Coronavirus Outbreak: 'We need facts not fear' https://t.co/kFg9Ezs0eK [via @AJUpFront] https://t.co/lqjvAH6DZg
1226294639562350592,"Authorities in China are using the latest technology to contain the #coronavirus.

https://t.co/hDBqSQA4u0"
1226283344163483649,"Demand for masks, gowns, gloves and other protective medical gear has risen up 100-fold and prices have soared due… https://t.co/isqPngB4yJ"
1226160270759878658,"""Some westerners are calling the #Coronavirus the China Virus, but I don't remember people calling Zika the Brazil… https://t.co/UgqgOXlpSn"
1226143171853377537,"""The Hong Kong economy has been hit by a triple whammy of the US-China trade war, anti-government protests and now… https://t.co/wvC01Z0yQG"
1226097655572574208,How does #coronavirus spread and how can you protect yourself? https://t.co/aKTb50dcRi https://t.co/4aQKiH9sQX
1226071922175246342,"China's Wuhan opens second makeshift 1,500-bed hospital to fight #coronavirus | https://t.co/daw1ButoZE https://t.co/gDh6bbJZbg"
1226053425005309952,UPDATE: American citizen dies of #coronavirus in Wuhan - in what appears to be the first confirmed foreign death. https://t.co/X4Z7PudRGO
1226017509427613697,"China's #coronavirus death toll rises to 722 with at least 34,546 people infected https://t.co/zrZFC7P4VK https://t.co/sImAei2BPf"
1225962654092668929,Art Basel cancels Hong Kong fair due to Coronavirus outbreak https://t.co/CsrYiu0k5v
1225939960253100033,China coronavirus outbreak: All the latest updates https://t.co/R7jhG84QB8
1225849206176395265,"The death of the doctor who exposed the #Coronavirus, exposed China’s obsession with order at all costs.

Watch The… https://t.co/JfUXi3Mqer"
1225807681249779712,Singapore raises its #coronavirus alert level to orange - a level reached during the SARS outbreak… https://t.co/Iz3K8cxsGU
1225800131519434758,"Hong Kong to jail quarantine dodgers for up to six months in jail. 

Latest updates on the #coronavirus outbreak:… https://t.co/vQpt1yWcoc"
1225792593365209088,Is the Wuhan #coronavirus outbreak threatening President Xi's hold on power? https://t.co/FT9mhkZZQr https://t.co/C3jCMfSNPr
1225755084631552002,"#CoronavirusOutbreak death toll rises to 636, with the total number of infections exceeding 30,000. 

Follow the la… https://t.co/WRmsc05WrO"
1225739912462426113,@shaz_harro The death toll in China from the coronavirus outbreak has risen to 636. You can follow the latest updat… https://t.co/YbozOtV6pA
1225736461946736644,"Soon, the anger that had been focused on Dr Li's death morphed into something much larger: an unhappiness about the… https://t.co/JUUuLAdzLl"
1225689918120157184,Holiday cancelled? How the coronavirus is hurting tourism https://t.co/s9gG0cjH5M https://t.co/QeL0OjP6rX
1225661495054233602,Anger over the Hong Kong government's handling of the #CoronavirusOutbreak could unite people across the political… https://t.co/4UkIYoCelz
1225596455152504832,Chinese doctor who sounded alarm about Wuhan coronavirus dies https://t.co/TtETIgindx
1225586743820288000,Is the Wuhan coronavirus outbreak threatening Xi's hold to power? https://t.co/kvJxjqZxqm
1225573828547485697,China coronavirus outbreak: All the latest updates https://t.co/lX3AX6v1qR
1225549707293970432,"RT @AJEnglish: “Panic isn’t going to solve this problem.” 

We spoke to a doctor who put the #coronavirus outbreak into perspective for us.…"
1225522084614430720,RT @AJEnglish: You've all heard about the #coronavirus - but what do we really know about it? #AJStartHere explains https://t.co/eYNuSgLgsX
1225471718388486145,"From drones to robots, authorities in China make use of the latest technology in an effort to contain the… https://t.co/FqieW65uXj"
1225467943384948737,Researchers around the world ramp up efforts to develop a #coronavirus vaccine https://t.co/dARXsuxzc8 https://t.co/UopwSreWWl
1225449072716201984,"“Panic isn’t going to solve this problem.” 

We spoke to a doctor who put the #coronavirus outbreak into perspectiv… https://t.co/CplI6cZX4P"
1225433971506458624,"The UK confirms its third case of #coronavirus as Vietnam confirms the number of infections rises to 12 

Follow th… https://t.co/edozP8I3HH"
1225412863600340992,You've all heard about the #coronavirus - but what do we really know about it? #AJStartHere explains https://t.co/eYNuSgLgsX
1225374373441351685,"""The risk remains that the #coronavirus debate gets taken over by non-public health officials and generates signifi… https://t.co/gdew2SRWrD"
1225366524325715968,"By the numbers: What's the economical cost of the #CoronavirusOutbreak? 

We break it down: https://t.co/xF3LDQL4Gn https://t.co/MmkcJRKdxA"
1225362044737794048,Taiwan is in the strange position of having its data compiled as part of China - while also being denied the same a… https://t.co/Q1dKi7LOAw
1225305155702312961,#CoronavirusOutbreak death toll rises to 563 as the government rushes to build new hospitals and countries move to… https://t.co/CisgZTYti2
1225234096332341249,China coronavirus outbreak: All the latest updates https://t.co/GLy5WHQu76
1225188716819427328,How dangerous is the new coronavirus? https://t.co/AKLxdHwEJS
1225168507349929985,"Gates Foundation announce $100 million fund to strengthen #coronavirus detection, isolation and treatment efforts… https://t.co/eGXQxaennV"
1225144695728345094,Which countries have confirmed #coronavirus cases? https://t.co/WDWI5rTon8 https://t.co/gvca0xPbMl
1225111769699508225,World Health Organisation convening experts on drugs and vaccines to set #coronavirus research agenda… https://t.co/WKysrAf6WQ
1225085543907762176,Adidas closes 'considerable' number of shops in China https://t.co/QkzyK1c1gV | #Coronavirus https://t.co/fJ8JDRvUy6
1225052706450169857,"“So many people have died. Are these from yesterday?” 

A Wuhan resident films what appears to be body bags from in… https://t.co/tXckEnaSxL"
1225007407790772226,"Mothers may pass #coronavirus to their unborn children, Chinese doctors say.

After an infected patient gave birth… https://t.co/z9Dd8FkytF"
1224988534072848384,"At least 10 people on a cruise ship in Japan have been infected with the #coronavirus. 

Follow the latest on the o… https://t.co/iZtW6pGZJi"
1224984758452539392,"'Helpless and abandoned'

African students trapped in #coronavirus-hit Wuhan plead for help from their gov'ts… https://t.co/7YvTBNOKlA"
1224963260820180992,China races to build more hospitals as the #coronavirus outbreak grows  https://t.co/cCdG9INXsw https://t.co/ujHExUGwD5
1224940765358575616,"The death toll from the #coronavirus outbreak rose to 490.

All the latest updates: https://t.co/fVo3VtINWw https://t.co/uqH4JdrTDP"
1224924485704396800,10 people on quarantined ship in Japan confirmed with coronavirus https://t.co/8D87YBPBLB
1224875372224958465,Dispelling the myths around the new #coronavirus outbreak: https://t.co/lI1OdT0rc8 https://t.co/OxLOaczIuZ
